term	regr_adjusted_OR	regr_adjusted_SE	regr_adjusted_Z	regr_adjusted_p	regr_adjusted_95perc_CI_lower	regr_adjusted_95perc_CI_upper	regr_adjusted_padj	PGS	model	Dataset	regr_unadjusted_OR	regr_unadjusted_SE	regr_unadjusted_Z	regr_unadjusted_p	regr_unadjusted_95perc_CI_lower	regr_unadjusted_95perc_CI_upper	regr_unadjusted_padj	AUC	AUC_SE	AUC_Z	AUC_p	AUC_90perc_CI_lower	AUC_90perc_CI_upper	AUC_padj	r2l	r2l_SE	r2l_Z	r2l_p	r2l_90perc_CI_lower	r2l_90perc_CI_upper	r2l_padj
scale(PGS_Agewalking_SBayesRC)	0.973371164394757	0.0511808774768993	-0.527341596020199	0.597956393394605	0.880441172891022	1.07606265408275	1	PGS_Agewalking_SBayesRC	univariate	Australian (non-monogenic)	1.01140364609868	0.0507944557185352	0.223235282246969	0.823352393448366	0.915538893401829	1.11727960164046	1	0.496515917364906	0.0142163736725589	-0.245075341668855	0.596800952345946	0.4731320635675	0.519899771162311	0.596800952345946	0.000238812775748232	9.98464964148049e-06	23.9179925508956	9.9523925534573e-127	7.64211857463143e-07	0.000882916855876302	1.27959332830165e-126
scale(PGS_CP_FinnGen_SBayesRC)	1.05031790054245	0.0514810239630613	0.953611194733528	0.340280487004335	0.949539174088481	1.16187769946657	0.628175159156449	PGS_CP_FinnGen_SBayesRC	multivariate	Australian (non-monogenic)	1.05975524187236	0.0509217342937265	1.13974864313923	0.254391035313762	0.959107429870877	1.17101188363121	0.407025656502019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_EA_SBayesRC)	0.709080379370281	0.0514652972061316	-6.67996509263597	2.38999171350484e-11	0.640970119130644	0.784260294291905	1.91199337080387e-10	PGS_EA_SBayesRC	multivariate	Australian (non-monogenic)	0.707176376526968	0.0515066265290052	-6.72680770995074	1.73425677816636e-11	0.639225980279501	0.782248544281458	1.38740542253309e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Birthweight_SBayesRC)	1.02958863742785	0.052022847757107	0.560510287053013	0.575131424938875	0.929736996197694	1.14006420443735	0.7668418999185	PGS_Birthweight_SBayesRC	multivariate	Australian (non-monogenic)	0.971354793510614	0.0511567238247552	-0.568126444408741	0.569949112623216	0.878623427243417	1.07373268819356	0.598692838925302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Stroke_SBayesRC)	1.08645217635692	0.051271869694019	1.61721240130288	0.1058324403242	0.98259349972041	1.20133862740388	0.423329761296801	PGS_Stroke_SBayesRC	multivariate	Australian (non-monogenic)	1.08381189343011	0.0509454234987341	1.57981526869337	0.114149177892534	0.98083853219355	1.19765511755543	0.400937470720086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Gestdur_SBayesRC)	0.956645501106167	0.0518454333410176	-0.854894646729245	0.392609474472781	0.864231029448588	1.05900291590465	0.628175159156449	PGS_Gestdur_SBayesRC	multivariate	Australian (non-monogenic)	0.932866748559995	0.0510855238141464	-1.36032487392542	0.173727140386501	0.843994305912053	1.03112519168017	0.400937470720086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Epilepsy_SBayesRC)	1.05432088205123	0.0515988937796027	1.02515465129618	0.305290221944447	0.952893808997485	1.16652114037734	0.628175159156449	PGS_Epilepsy_SBayesRC	multivariate	Australian (non-monogenic)	1.06771891513797	0.0511823419263918	1.28021726553893	0.200468735360043	0.965796292800665	1.18038209947339	0.400937470720086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Autism_SBayesRC)	1.00787271486369	0.0517834869117682	0.151436050499564	0.879631753186389	0.910605519136948	1.11556237062202	0.879631753186389	PGS_Autism_SBayesRC	multivariate	Australian (non-monogenic)	1.03585845477337	0.0509229709015284	0.691839207584997	0.489038311412524	0.937480113665699	1.14461196263678	0.598692838925302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Agewalking_SBayesRC)	0.988034610283699	0.0513898862720516	-0.234239693245973	0.814798901292626	0.893353378722196	1.09273948899996	0.879631753186389	PGS_Agewalking_SBayesRC	multivariate	Australian (non-monogenic)	1.02714573363479	0.0508926080439683	0.526281206290677	0.598692838925302	0.929625948057684	1.13488860382862	0.598692838925302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_CP_FinnGen_SBayesRC)	1.07853065164182	0.0689742367613557	1.09605572480203	0.273054388809725	0.942423675906606	1.23532653248691	1	PGS_CP_FinnGen_SBayesRC	univariate	Australian (youngest 525 controls)	1.04117346656731	0.0617899048386241	0.652993565970746	0.513760426437934	0.922452406026591	1.17553448879726	1	0.508604081632653	0.0178389707739716	0.482319397327957	0.31478953491785	0.479261585854004	0.537946577411302	0.354138226782582	0.000766364039479191	2.72123106371207e-05	28.1624022927984	8.44653722640455e-175	6.297825442797e-06	0.00262731567004508	1.52037670075282e-174
scale(PGS_EA_SBayesRC)	0.721073757691238	0.0720929596174903	-4.53600253767892	5.73304903642442e-06	0.625193708415962	0.829584940378443	4.01313432549709e-05	PGS_EA_SBayesRC	univariate	Australian (youngest 525 controls)	0.693789916035164	0.0647293228569755	-5.64792064575105	1.62400103289304e-08	0.610258787011298	0.786685402550402	1.13680072302513e-07	0.59571156462585	0.0174233326520575	5.49329835670375	1.97247742799358e-08	0.567052732719532	0.624370396532169	8.87614842597111e-08	0.0092282953590563	0.000124784064021909	73.9541177103838	0	0.00365769779986666	0.0164481668858039	0
scale(PGS_Birthweight_SBayesRC)	0.908109144184936	0.0700242413307279	-1.37653336795929	0.16865656399719	0.791237538675623	1.04142775017605	1	PGS_Birthweight_SBayesRC	univariate	Australian (youngest 525 controls)	0.838848568081378	0.0624515966259357	-2.81378041976592	0.00489626606658548	0.741655030373856	0.947579122502301	0.0342738624660984	0.554886167800454	0.0177186725925374	3.09764557778272	0.000975322814757935	0.525741544921853	0.584030790679054	0.0029259684442738	0.00129459041666245	4.35317768719824e-05	29.7389748291131	1.20402675923133e-194	1.02113466219203e-05	0.00410503098752606	2.7090602082705e-194
