term	regr_adjusted_OR	regr_adjusted_SE	regr_adjusted_Z	regr_adjusted_p	regr_adjusted_95perc_CI_lower	regr_adjusted_95perc_CI_upper	regr_adjusted_padj	PGS	model	Dataset	regr_unadjusted_OR	regr_unadjusted_SE	regr_unadjusted_Z	regr_unadjusted_p	regr_unadjusted_95perc_CI_lower	regr_unadjusted_95perc_CI_upper	regr_unadjusted_padj	AUC	AUC_SE	AUC_Z	AUC_p	AUC_90perc_CI_lower	AUC_90perc_CI_upper	AUC_padj	r2l	r2l_SE	r2l_Z	r2l_p	r2l_90perc_CI_lower	r2l_90perc_CI_upper	r2l_padj
scale(PGS_Stroke_SBayesRC)	1.2187598365039	0.0704537181933928	2.80799678637068	0.00498507242717335	1.06219005846627	1.4003843697007	0.0348955069902134	PGS_Stroke_SBayesRC	univariate	Australian (youngest 525 controls)	1.16937101525699	0.0623255325933018	2.51046407381497	0.0120572590207167	1.03539090135834	1.32222430476881	0.0844008131450166	0.539831292517007	0.0177631431576066	2.2423561057633	0.0124691831507772	0.510613522068159	0.569049062965854	0.0280556620892486	0.00363628840232062	7.39299229488322e-05	49.1856106063757	0	0.000537098503781538	0.00784268643097723	0
scale(PGS_Gestdur_SBayesRC)	0.97017108588838	0.0692954101692204	-0.437010846156659	0.662103482173096	0.846753787224517	1.11131088327067	1	PGS_Gestdur_SBayesRC	univariate	Australian (youngest 525 controls)	0.944929258884046	0.0618214315162854	-0.916271448668369	0.359524539132718	0.836844989383609	1.06655180916487	1	0.517683446712018	0.0178282298411317	0.991878995817098	0.160628278179983	0.488358618195708	0.547008275228328	0.240942417269974	0.00050337319790451	2.3443795489052e-05	21.4714890402273	1.43826387485534e-102	1.43703157253969e-06	0.00191419567947805	1.61804685921225e-102
scale(PGS_Epilepsy_SBayesRC)	1.02482068590248	0.0698920722035335	0.350793100426891	0.725743573755101	0.893480275606312	1.17537621759132	1	PGS_Epilepsy_SBayesRC	univariate	Australian (youngest 525 controls)	1.0574706644348	0.0618181658995712	0.903939647079011	0.366027404633306	0.936885502877711	1.19403232740304	1	0.513131972789116	0.0178416679354623	0.736028315100199	0.230856733089659	0.483785040574607	0.542478905003625	0.296815799686705	0.000453757720346999	2.14174589766992e-05	21.1863471217877	6.38113529660493e-100	2.33997732134381e-06	0.00172275907689377	6.38113529660493e-100
scale(PGS_Autism_SBayesRC)	1.07262962086565	0.0692434444863757	1.01256116955601	0.311269815127041	0.936489572480615	1.22885182324793	1	PGS_Autism_SBayesRC	univariate	Australian (youngest 525 controls)	1.06237623731123	0.0618333378663445	0.978568108873616	0.327793423200326	0.941222943979088	1.19964257900566	1	0.520489795918367	0.0178390235895222	1.14859402565071	0.1253617108545	0.491147213265869	0.549832378570866	0.2256510795381	0.00080340988198238	3.14184382607441e-05	25.5712863674132	1.59197919012018e-144	3.86348637601564e-06	0.00280097700113508	2.38796878518027e-144
scale(PGS_Agewalking_SBayesRC)	1.00802846178668	0.0694946922125622	0.115064976841378	0.908393619905914	0.879565561873239	1.1552689110647	1	PGS_Agewalking_SBayesRC	univariate	Australian (youngest 525 controls)	1.01463302867806	0.0617553589278997	0.235234630180144	0.814026629004052	0.898915781324647	1.14536144937124	1	0.5049179138322	0.0178383095552758	0.275693939325379	0.391391575508772	0.475576505661521	0.534259322002878	0.391391575508772	0.000402883436954411	1.76265889360006e-05	22.8565741458667	6.28582779827329e-116	1.17191645637379e-06	0.00149993961533489	8.08177859777994e-116
scale(PGS_CP_FinnGen_SBayesRC)	1.06552264243743	0.0703038832242388	0.902729976609937	0.366669222782516	0.928627399951971	1.223592818407	0.642870671074432	PGS_CP_FinnGen_SBayesRC	multivariate	Australian (youngest 525 controls)	1.02681478269256	0.0633713387630022	0.417563638145239	0.676266186952181	0.906885977271922	1.16288822098723	0.772875642231064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_EA_SBayesRC)	0.722426371685568	0.0741716188160096	-4.38361434036746	1.16726338981329e-05	0.623829108494741	0.834552599893433	9.3381071185063e-05	PGS_EA_SBayesRC	multivariate	Australian (youngest 525 controls)	0.698547766394665	0.0666170901065913	-5.38528053093976	7.23317446681888e-08	0.612189037426312	0.795041193928215	5.78653957345511e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Birthweight_SBayesRC)	0.941852422012359	0.0714517702686606	-0.838421231329853	0.40179416942152	0.818433548523465	1.08328112644843	0.642870671074432	PGS_Birthweight_SBayesRC	multivariate	Australian (youngest 525 controls)	0.870636626722734	0.064160680525434	-2.15911955651593	0.0308408928090917	0.767266489436803	0.986896175603593	0.123363571236367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Stroke_SBayesRC)	1.19226135846907	0.0715706797018445	2.45703695706546	0.0140088274385168	1.03679067317354	1.37292540157319	0.0560353097540671	PGS_Stroke_SBayesRC	multivariate	Australian (youngest 525 controls)	1.13304802939237	0.0637588461431651	1.95912222455481	0.0500984746409119	1.00026238573914	1.28459073924603	0.133595932375765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Gestdur_SBayesRC)	0.982354607865482	0.0707366309730352	-0.251679048896183	0.801289152380718	0.855007883380429	1.12851469255658	0.801289152380718	PGS_Gestdur_SBayesRC	multivariate	Australian (youngest 525 controls)	0.966558492295455	0.0635948032786065	-0.534846570880817	0.592755956630741	0.853113641587281	1.09487673782947	0.772875642231064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Epilepsy_SBayesRC)	0.978201777303128	0.071962110042438	-0.306262753464678	0.759404595918376	0.849254073968865	1.12632059805567	0.801289152380718	PGS_Epilepsy_SBayesRC	multivariate	Australian (youngest 525 controls)	1.00192078880386	0.0639362946707018	0.0300134134724434	0.976056355586356	0.883865526642024	1.13586112381149	0.976056355586356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Autism_SBayesRC)	1.10004237811678	0.0706772013310282	1.34907300837178	0.177313516969719	0.957807498371915	1.26390685362084	0.472836045252584	PGS_Autism_SBayesRC	multivariate	Australian (youngest 525 controls)	1.09026313650786	0.0633775411406909	1.36355994870224	0.172706104694045	0.963074428320303	1.23494867114933	0.34541220938809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Agewalking_SBayesRC)	1.04807331817067	0.0715092531172999	0.656607942209355	0.511433040750075	0.911016262791868	1.20607179722371	0.681910721000101	PGS_Agewalking_SBayesRC	multivariate	Australian (youngest 525 controls)	1.05328843048353	0.0637683448823007	0.814151736729167	0.415558030294995	0.92958665556682	1.19383260090121	0.664892848471992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(all_PGS)	NA	NA	NA	NA	NA	NA	NA	all_PGS	multivariate	Australian (full)	NA	NA	NA	NA	NA	NA	NA	0.602718835304823	0.0128851031879347	7.97190630192282	7.81226261223016e-16	0.581524726592504	0.623912944017141	7.03103635100715e-15	0.0129524537752657	9.56109524838223e-05	135.470397886239	0	0.00817796633877677	0.0181923365720947	0
scale(all_PGS)	NA	NA	NA	NA	NA	NA	NA	all_PGS	multivariate	Australian (monogenic)	NA	NA	NA	NA	NA	NA	NA	0.619546027742749	0.0257880585875302	4.6357125852256	1.77854968332652e-06	0.577128446043013	0.661963609442485	1.60069471499386e-05	0.0219712131967119	0.000250398719389799	87.7449103983197	0	0.0106506707650864	0.0364321352506483	0
scale(all_PGS)	NA	NA	NA	NA	NA	NA	NA	all_PGS	multivariate	Australian (non-monogenic)	NA	NA	NA	NA	NA	NA	NA	0.60597696587054	0.014878233353519	7.12295360292048	5.28191947569267e-13	0.581504449776374	0.630449481964706	4.7537275281234e-12	0.0144896182994138	0.000117607772936025	123.202896693705	0	0.00888948819082036	0.0208745610694634	0
scale(all_PGS)	NA	NA	NA	NA	NA	NA	NA	all_PGS	multivariate	Australian (youngest 525 controls)	NA	NA	NA	NA	NA	NA	NA	0.615379591836735	0.0172310759904893	6.69601781690353	1.07087810998332e-11	0.587036993997502	0.643722189675967	9.63790298984991e-11	0.0161053922582512	0.000148484980769678	108.464790006155	0	0.00900004297695196	0.0243488621919832	0
scale(PGS_CP_FinnGen_SBayesRC)	0.972373098490365	0.0558148333551425	-0.501940081233143	0.615709669999548	0.87161087934349	1.08478519763532	1	PGS_CP_FinnGen_SBayesRC	univariate	MyCode (unmatched)	0.973076548704906	0.0557896455749889	-0.489204165700115	0.624697160632973	0.872265149938245	1.08552959937632	1	0.510948266295507	0.0164060170870482	0.667332371861945	0.252279926547969	0.483962769586048	0.537933763004967	0.331034565308497	0.000370451812666339	1.5803113824933e-05	23.4416974255964	8.03274048672674e-122	1.60363029026124e-06	0.00139472212231408	9.03683304756759e-122
scale(PGS_EA_SBayesRC)	0.891099559999474	0.0561066008048803	-2.05500095321921	0.0398789126429976	0.798190752091898	0.994540212749216	0.279152388500983	PGS_EA_SBayesRC	univariate	MyCode (unmatched)	0.894135505517768	0.056015566382825	-1.9976222745345	0.0457576264987214	0.801057962909674	0.997754727089068	0.32030338549105	0.532210254973285	0.0165109480631212	1.95084224419734	0.0255379074277673	0.505052162167253	0.559368347779318	0.0459682333699811	0.0015436316141883	4.0017021552082e-05	38.5743754611839	0	6.29242868179607e-05	0.00395352890180323	0
scale(PGS_Birthweight_SBayesRC)	1.11381903610315	0.0560464703497246	1.92330904135526	0.0544412497858654	0.997928380543145	1.24312167617651	0.381088748501058	PGS_Birthweight_SBayesRC	univariate	MyCode (unmatched)	1.10785753404968	0.0557717121390827	1.83655829724351	0.066275128486838	0.993123781355883	1.23580429043606	0.463925899407866	0.532332535126316	0.0163883274546105	1.97290023743207	0.0242534647894043	0.505376135272931	0.5592889349797	0.0459682333699811	0.00139008130826422	3.92813869306921e-05	35.3877858415964	1.31589874465089e-274	3.07180303663329e-05	0.00378646090400551	2.96077217546451e-274
scale(PGS_Stroke_SBayesRC)	1.11272866721739	0.0558232483555468	1.91345471017639	0.0556898661795835	0.997346691984275	1.24130950016018	0.389829063257085	PGS_Stroke_SBayesRC	univariate	MyCode (unmatched)	1.11858892121123	0.0556956533421972	2.01214982634053	0.0442041456319121	1.00284609123523	1.24753033604924	0.309429019423385	0.534339544385683	0.0157515372330241	2.18007575245977	0.0146259234011862	0.508430571237882	0.560248517533484	0.0459682333699811	0.0013860349496018	3.93053079416459e-05	35.2633021387227	1.0728541241375e-272	4.68361200527479e-05	0.00379840540869079	1.9311374234475e-272
scale(PGS_Gestdur_SBayesRC)	0.949781576381347	0.0558984072645258	-0.921730026722841	0.356669414196375	0.851300118001101	1.059849067469	1	PGS_Gestdur_SBayesRC	univariate	MyCode (unmatched)	0.948336852640182	0.0557201248797338	-0.951999123603302	0.341097426347923	0.850288848087872	1.05788667956044	1	0.510676262432375	0.0163957375017507	0.651160853925273	0.257471328573276	0.483707674136076	0.537644850728674	0.331034565308497	0.000570665182187624	2.19573332765833e-05	25.9897308566254	3.23493492124236e-149	4.37525321681431e-06	0.00201324238160139	4.85240238186354e-149
scale(PGS_Epilepsy_SBayesRC)	0.960528053299426	0.0561296772464546	-0.71748301791009	0.473076111201786	0.860475490941221	1.07224689190813	1	PGS_Epilepsy_SBayesRC	univariate	MyCode (unmatched)	0.965606862988091	0.0557765624298203	-0.627476850738415	0.530346705883094	0.86561586508762	1.07719824245119	1	0.49483643065	0.0155442780552796	-0.332184571817193	0.630125053571722	0.469268368512431	0.520404492787568	0.630125053571722	0.000440659422143749	1.77402776467004e-05	24.8394884747314	1.67949201700004e-136	2.94769902593832e-06	0.00154089417337657	2.15934687900005e-136
scale(PGS_Autism_SBayesRC)	1.13336576946875	0.055983307416698	2.23623377111525	0.025336462144452	1.01558592048627	1.26480519052141	0.177355235011164	PGS_Autism_SBayesRC	univariate	MyCode (unmatched)	1.13774307218948	0.0557889810263886	2.31311876426659	0.0207161103140222	1.01989417182826	1.26920371221932	0.145012772198155	0.534469311323161	0.0166174219863978	2.07428753698235	0.0190263072935801	0.507136084498252	0.561802538148071	0.0459682333699811	0.00181060015605328	4.76095503363501e-05	38.0301881295207	9.15097915035465e-317	9.43562064015982e-05	0.0046573220906742	2.7452937451064e-316
scale(PGS_Agewalking_SBayesRC)	1.0124220438027	0.0562262011117418	0.219568866741207	0.826206940440505	0.906773624780689	1.1303672404236	1	PGS_Agewalking_SBayesRC	univariate	MyCode (unmatched)	1.0200660687815	0.0557879338227986	0.356123576413203	0.721748021723536	0.914393376786142	1.13794794071861	1	0.507684902732655	0.0156720697125707	0.490356594476519	0.311940792905087	0.481906642024097	0.533463163441213	0.350933392018223	0.000273927511347999	1.26627636665589e-05	21.6325218223424	4.43970311781392e-104	9.72475894861404e-07	0.00106234524802296	4.43970311781392e-104
scale(PGS_CP_FinnGen_SBayesRC)	0.968578120242981	0.0558031982238013	-0.572120224962667	0.567240528106302	0.868229173601623	1.08052726749466	0.648274889264345	PGS_CP_FinnGen_SBayesRC	multivariate	MyCode (unmatched)	0.968632950585665	0.0557933069556774	-0.571207059688087	0.567859293289346	0.868291539392456	1.0805623827717	0.648982049473538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_EA_SBayesRC)	0.877825310056468	0.056905773207856	-2.28988486205312	0.0220279919974291	0.785081320007185	0.981276409432503	0.0679939555670985	PGS_EA_SBayesRC	multivariate	MyCode (unmatched)	0.88146488479084	0.056762939295936	-2.22275511535472	0.0262323171949983	0.788561850518385	0.985073532803245	0.0826200840936623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Birthweight_SBayesRC)	1.13449721265612	0.0564915631110188	2.23377724731806	0.0254977333376619	1.01556891614205	1.26730624139307	0.0679939555670985	PGS_Birthweight_SBayesRC	multivariate	MyCode (unmatched)	1.12894513861906	0.0562202106402268	2.15729698819147	0.0309825315351234	1.01113823255801	1.26043513307884	0.0826200840936623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Stroke_SBayesRC)	1.11036926731435	0.0560973468386031	1.86626710810659	0.06200400421473	0.994697926713548	1.23934491313209	0.12400800842946	PGS_Stroke_SBayesRC	multivariate	MyCode (unmatched)	1.11610749729799	0.0559631846492074	1.96284724953655	0.0496639257066736	1.00009655200429	1.24541640022157	0.0993278514133471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Gestdur_SBayesRC)	0.942880360856922	0.0561521900513051	-1.04743688752136	0.294898126181468	0.844694212386702	1.05267235123311	0.471837001890348	PGS_Gestdur_SBayesRC	multivariate	MyCode (unmatched)	0.941817757790635	0.0560007015247809	-1.0704059870198	0.284436605578645	0.84399537145775	1.05117628654564	0.455098568925833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Epilepsy_SBayesRC)	0.94909202495663	0.0564369829243483	-0.925802761179143	0.35454849198143	0.84971841171131	1.06011799080484	0.472731322641907	PGS_Epilepsy_SBayesRC	multivariate	MyCode (unmatched)	0.954952004353292	0.0560549756779344	-0.822303398200768	0.410904243167162	0.855613549350108	1.06587566995603	0.547872324222882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Autism_SBayesRC)	1.14171545702719	0.0561622864035371	2.35980275558695	0.0182846540835078	1.02271855983083	1.2745821333591	0.0679939555670985	PGS_Autism_SBayesRC	multivariate	MyCode (unmatched)	1.14607813237465	0.0559903436086543	2.43516623614417	0.0148849495961343	1.02697020187429	1.27901885284564	0.0826200840936623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Agewalking_SBayesRC)	1.0163738858767	0.056415727006313	0.28788567007186	0.773434256404321	0.909978829220663	1.13520594392194	0.773434256404321	PGS_Agewalking_SBayesRC	multivariate	MyCode (unmatched)	1.02436977204087	0.0560095828254488	0.429882990168132	0.667280759466489	0.917873646211514	1.14323270729231	0.667280759466489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(all_PGS)	NA	NA	NA	NA	NA	NA	NA	all_PGS	multivariate	MyCode (unmatched)	NA	NA	NA	NA	NA	NA	NA	0.570905718360442	0.0161255642152234	4.39709999687966	5.48534050564458e-06	0.544381525574393	0.597429911146491	4.93680645508012e-05	0.00803076139987246	9.26283586466873e-05	86.6987337053464	0	0.00372385674012412	0.0133008132557174	0
scale(PGS_CP_FinnGen_SBayesRC)	0.959197519	0.058826087	-0.708159664	0.478846111	0.854637852	1.076360095	1	PGS_CP_FinnGen_SBayesRC	univariate	MyCode (matched)	0.959840186	0.058492737	-0.700744799	0.483462293	0.855768512	1.076373471	1	0.514478608	0.017213387	0.841124857	0.200138996	0.486165105	0.542792111	0.257321566	0.000499328	2.15487827092632e-05	23.17196373	4.36640049968986e-119	1.78153626402447e-06	0.00180808	4.91220056215109e-119
scale(PGS_EA_SBayesRC)	0.945395881	0.058834332	-0.954400534	0.339880936	0.842137762	1.060645519	1	PGS_EA_SBayesRC	univariate	MyCode (matched)	0.944002725	0.05866019	-0.982373668	0.325915794	0.841203782	1.058739865	1	0.483404383	0.017338293	-0.957165617	0.830758166	0.454885429	0.511923336	0.830758166	0.000602395	2.34935061171259e-05	25.64093207	2.66844529953899e-145	5.39510726557542e-06	0.002095636	4.00266794930848e-145
scale(PGS_Birthweight_SBayesRC)	1.1077301	0.058982613	1.734629277	0.08280649	0.986909598	1.24371327	0.579645433	PGS_Birthweight_SBayesRC	univariate	MyCode (matched)	1.101107808	0.058561733	1.644704931	0.100030675	0.981809878	1.235242454	0.700214728	0.529767852	0.017105816	1.740218213	0.040910354	0.501631289	0.557904416	0.092048297	0.001295667	3.60976708627105e-05	35.89338187	1.93730700385387e-282	3.85981228027353e-05	0.003448539	5.81192101156161e-282
scale(PGS_Stroke_SBayesRC)	1.103290186	0.058995741	1.666167633	0.095680031	0.98279005	1.238575288	0.669760215	PGS_Stroke_SBayesRC	univariate	MyCode (matched)	1.104390316	0.058369655	1.701113924	0.088921597	0.984960698	1.238264074	0.622451178	0.531957197	0.01647926	1.939237347	0.026236222	0.504851226	0.559063168	0.078708666	0.001174245	3.43743309193458e-05	34.16051456	4.66712023094042e-256	2.11029982993436e-05	0.00330255	1.05010205196159e-255
scale(PGS_Gestdur_SBayesRC)	0.932761375	0.058559534	-1.188634329	0.234583593	0.831634435	1.046298026	1	PGS_Gestdur_SBayesRC	univariate	MyCode (matched)	0.930468037	0.058351267	-1.235064075	0.216806658	0.829941324	1.04331099	1	0.51665011	0.017047382	0.976696006	0.164359836	0.488609662	0.544690558	0.257321566	0.000774906	2.70755194934618e-05	28.62017064	1.88507117490467e-180	6.4342838223869e-06	0.00261569	3.39312811482841e-180
scale(PGS_Epilepsy_SBayesRC)	0.947610374	0.0586442	-0.917598985	0.358828849	0.844750735	1.063147204	1	PGS_Epilepsy_SBayesRC	univariate	MyCode (matched)	0.942996643	0.058357022	-1.005749673	0.314536002	0.841132946	1.057397514	1	0.486196038	0.016495053	-0.836854665	0.798662867	0.45906409	0.513327986	0.830758166	0.000588261	2.34104964323987e-05	25.12807639	1.22717460307123e-139	2.91718426116191e-06	0.002150534	1.57779591823444e-139
scale(PGS_Autism_SBayesRC)	1.143917577	0.058845878	2.284932201	0.022316804	1.019469179	1.284053832	0.156217625	PGS_Autism_SBayesRC	univariate	MyCode (matched)	1.147981268	0.058609307	2.354659839	0.018539668	1.023531707	1.287970094	0.129777679	0.536743374	0.017216833	2.134154111	0.016415084	0.508424205	0.565062544	0.073867877	0.001931406	4.76589496922987e-05	40.52555815	0	0.000105888	0.004954234	0
scale(PGS_Agewalking_SBayesRC)	1.037596792	0.059510207	0.620183727	0.535136834	0.923436633	1.166118805	1	PGS_Agewalking_SBayesRC	univariate	MyCode (matched)	1.051361432	0.058523652	0.855823668	0.392095322	0.937517	1.179321349	1	0.515201478	0.016578748	0.916925568	0.179590822	0.487931864	0.542471091	0.257321566	0.00045101	2.00061358077949e-05	22.54358948	7.76056173822392e-113	1.54284126663777e-06	0.001819773	7.76056173822392e-113
scale(PGS_CP_FinnGen_SBayesRC)	0.954232725	0.059079008	-0.792966782	0.427797177	0.849779389	1.071306661	0.488911059	PGS_CP_FinnGen_SBayesRC	multivariate	MyCode (matched)	0.95437922	0.058726069	-0.795118449	0.426544604	0.850495388	1.070723929	0.426544604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_EA_SBayesRC)	0.93047735	0.059993657	-1.201086073	0.229717815	0.82698632	1.046312178	0.354806671	PGS_EA_SBayesRC	multivariate	MyCode (matched)	0.928296839	0.059767094	-1.244894514	0.213170528	0.82542762	1.043407889	0.30651511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Birthweight_SBayesRC)	1.124569369	0.059438505	1.97515363	0.048250716	1.001044931	1.263787825	0.193002865	PGS_Birthweight_SBayesRC	multivariate	MyCode (matched)	1.119836473	0.059115047	1.914616916	0.055541376	0.997459661	1.257660858	0.222165505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Stroke_SBayesRC)	1.102214194	0.059699332	1.630186754	0.103062033	0.980452755	1.239045667	0.274832087	PGS_Stroke_SBayesRC	multivariate	MyCode (matched)	1.103958611	0.059018219	1.675795361	0.093778283	0.983299001	1.239326539	0.250075422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Gestdur_SBayesRC)	0.925806561	0.059108857	-1.30420326	0.192164289	0.824505059	1.039569946	0.354806671	PGS_Gestdur_SBayesRC	multivariate	MyCode (matched)	0.92388494	0.058938037	-1.343236789	0.179195313	0.823081152	1.037074061	0.30651511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Epilepsy_SBayesRC)	0.936233267	0.059250043	-1.112077098	0.266105003	0.833568485	1.051571789	0.354806671	PGS_Epilepsy_SBayesRC	multivariate	MyCode (matched)	0.931635154	0.058979641	-1.200651713	0.229886332	0.829932754	1.045869438	0.30651511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Autism_SBayesRC)	1.152017977	0.059339191	2.384851655	0.01708601	1.025712196	1.294420581	0.136688077	PGS_Autism_SBayesRC	multivariate	MyCode (matched)	1.154828201	0.059057841	2.437467841	0.01479053	1.028745461	1.296811847	0.118324238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(PGS_Agewalking_SBayesRC)	1.040778104	0.060354285	0.662233187	0.507821789	0.92474049	1.171638475	0.507821789	PGS_Agewalking_SBayesRC	multivariate	MyCode (matched)	1.05505894	0.059395403	0.90237005	0.366860325	0.939218916	1.185511039	0.419268943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scale(all_PGS)	NA	NA	NA	NA	NA	NA	NA	all_PGS	multivariate	MyCode (matched)	NA	NA	NA	NA	NA	NA	NA	0.567037344	0.016917132	3.962689595	3.70550554406407e-05	0.539211138	0.594863551	0.000333495	0.007793006	9.47890182568076e-05	82.21422338	0	0.003478063	0.013228344	0
